,longtitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,price,prediction
18203,-122.05,37.38,23,3200,907.0,2029,866,3.5649,<1H OCEAN,450000,390054.02
14409,-117.22,32.78,22,2020,466.0,1010,429,3.4527,NEAR OCEAN,175000,185950.01
17566,-121.91,37.32,42,1067,256.0,608,280,3.0096,<1H OCEAN,180800,190262.0
9660,-121.18,41.31,22,2124,432.0,829,313,2.4519,INLAND,57500,63860.0
17886,-121.96,37.39,20,1032,229.0,658,238,4.5062,<1H OCEAN,219300,233110.0
5228,-118.24,33.94,37,869,241.0,1040,233,2.0,<1H OCEAN,84200,90412.0
15488,-117.12,33.14,12,2363,408.0,1211,396,3.8967,<1H OCEAN,172600,172881.0
7116,-118.01,33.9,36,1382,257.0,685,255,5.125,<1H OCEAN,211700,210350.0
9434,-120.19,37.53,25,1470,341.0,706,283,1.7614,INLAND,71300,83183.0
16813,-122.42,37.65,39,4402,894.0,2941,887,3.8565,NEAR OCEAN,239800,251181.0
2643,-123.73,40.48,25,2015,524.0,746,251,1.7153,INLAND,77100,75459.0
13491,-117.4,34.06,17,5451,1008.0,3533,940,3.9191,INLAND,101600,113499.0
2694,-115.4,32.86,19,1087,171.0,649,173,3.3182,INLAND,113800,109461.0
15921,-122.43,37.73,49,1435,322.0,1008,329,4.0,NEAR BAY,264000,261142.0
7976,-118.2,33.87,36,1554,273.0,974,264,4.2135,<1H OCEAN,161400,163722.0
1523,-122.08,37.9,32,1075,170.0,486,173,5.0499,NEAR BAY,306800,307018.02
4568,-118.26,34.06,42,2541,1282.0,3974,1189,1.5854,<1H OCEAN,87500,111006.0
14588,-117.19,32.83,30,2288,448.0,1240,469,4.0114,NEAR OCEAN,169800,177985.0
2950,-118.99,35.35,32,1293,317.0,1109,286,1.1786,INLAND,45600,47628.0
3146,-118.51,35.16,7,4371,727.0,1932,654,4.625,INLAND,136800,133743.0
15474,-117.21,33.14,12,4839,954.0,1708,952,2.8586,<1H OCEAN,163300,161976.0
8032,-118.13,33.83,44,1710,333.0,786,344,4.2917,<1H OCEAN,314700,288815.0
482,-122.27,37.86,52,834,186.0,494,175,3.15,NEAR BAY,206300,205452.0
11962,-117.4,34.01,25,1858,366.0,1311,331,2.7083,INLAND,87800,99097.0
15787,-122.39,37.79,52,94,24.0,113,27,4.6563,NEAR BAY,350000,360382.13
6737,-118.08,34.13,39,788,128.0,413,139,5.9546,INLAND,396700,381545.04
4204,-118.26,34.11,47,2183,510.0,1445,503,3.6667,<1H OCEAN,210900,227995.0
15049,-116.94,32.78,17,13559,2656.0,6990,2533,3.434,<1H OCEAN,193200,175336.0
10025,-121.23,39.27,11,1265,224.0,573,205,3.3603,INLAND,162500,156840.0
5646,-118.29,33.75,37,1319,292.0,766,285,2.7031,NEAR OCEAN,218900,213526.0
3420,-118.42,34.28,35,822,200.0,1197,203,3.2865,<1H OCEAN,133300,137871.0
16288,-121.31,37.93,21,1556,314.0,1140,304,2.4667,INLAND,81400,92656.0
1340,-121.9,38.02,12,1497,360.0,943,341,2.1417,INLAND,122200,129145.0
14883,-117.07,32.63,40,1706,322.0,796,303,3.5583,NEAR OCEAN,154900,151898.0
15845,-122.43,37.75,52,2155,468.0,962,490,3.775,NEAR BAY,325900,339236.0
16045,-122.45,37.71,45,2253,431.0,1382,392,4.2562,NEAR OCEAN,221600,232771.0
15228,-117.2,33.07,5,10394,1617.0,4496,1553,5.9289,NEAR OCEAN,411300,379037.0
9796,-121.88,36.49,28,2830,458.0,898,370,5.8142,NEAR OCEAN,500001,458853.7
12287,-116.86,33.84,18,521,118.0,174,74,2.7788,INLAND,91100,103753.0
20170,-119.29,34.4,22,3891,657.0,1727,581,4.2656,NEAR OCEAN,241400,252438.0
14113,-117.11,32.74,25,684,190.0,665,187,2.4524,NEAR OCEAN,90300,98095.0
493,-122.24,37.86,52,1668,225.0,517,214,7.8521,NEAR BAY,500001,466507.69
14123,-117.1,32.75,11,1976,548.0,1528,512,1.4886,NEAR OCEAN,89800,94616.0
19162,-122.69,38.34,12,3876,782.0,2146,764,4.0844,<1H OCEAN,165400,179978.0
13767,-117.12,34.04,25,2495,438.0,1071,405,4.8173,INLAND,146600,144919.0
16543,-121.23,37.79,23,1985,424.0,1198,389,2.7734,INLAND,116800,120175.0
433,-122.29,37.88,46,1895,442.0,920,425,2.9926,NEAR BAY,192100,203177.0
9238,-119.9,36.94,11,2513,408.0,1360,415,4.277,INLAND,98500,103667.0
15217,-117.12,32.95,8,3670,536.0,1723,592,6.3542,<1H OCEAN,218100,237406.0
18018,-121.95,37.25,30,3298,634.0,1532,602,5.0863,<1H OCEAN,332000,314885.0
11565,-117.98,33.75,27,2343,415.0,1537,426,5.1345,<1H OCEAN,210600,218586.0
8941,-118.46,34.01,48,1640,322.0,664,301,4.0,<1H OCEAN,500001,458320.71
19141,-122.7,38.33,16,1244,242.0,696,236,3.6369,<1H OCEAN,158700,163378.0
15735,-122.43,37.78,26,3587,1034.0,1821,936,2.6392,NEAR BAY,287500,312566.06
9180,-118.52,34.36,5,4222,712.0,2024,646,5.8703,<1H OCEAN,500001,423867.65
12253,-117.02,33.73,14,3700,750.0,1171,695,1.9476,INLAND,112500,111549.0
6698,-118.1,34.14,26,6262,1645.0,3001,1505,3.6572,<1H OCEAN,213200,227518.0
2691,-115.52,32.97,10,1879,387.0,1376,337,1.9911,INLAND,67500,66087.0
3482,-118.45,34.3,27,2676,,2661,623,4.3047,<1H OCEAN,152100,161609.0
7882,-118.12,33.88,36,1083,218.0,557,210,3.0795,<1H OCEAN,218400,207488.0
458,-122.25,37.87,52,1204,460.0,2016,477,0.949,NEAR BAY,350000,336504.12
16802,-122.42,37.66,41,2189,414.0,1063,409,4.7361,NEAR OCEAN,302600,290608.0
14890,-117.09,32.61,21,1945,430.0,1335,419,3.6467,NEAR OCEAN,113000,124240.0
17935,-121.95,37.35,42,1421,330.0,659,303,3.3333,<1H OCEAN,237900,243461.0
1897,-120.01,38.91,27,968,191.0,283,143,2.0938,INLAND,94400,99848.0
11457,-118.02,33.65,38,2548,646.0,755,399,2.8352,NEAR OCEAN,408300,343437.0
7816,-118.11,33.88,35,1623,304.0,868,272,3.5893,<1H OCEAN,276000,254968.0
1625,-122.16,37.83,16,4596,705.0,1480,650,7.52,NEAR BAY,370200,376952.02
16994,-122.26,37.54,13,1422,295.0,395,195,5.3247,NEAR BAY,327800,326715.05
11000,-117.79,33.75,26,2893,345.0,983,326,13.466,<1H OCEAN,500001,498976.92
17108,-122.22,37.44,32,4281,501.0,1318,484,15.0001,NEAR OCEAN,500001,500001.0
19574,-120.97,37.62,7,8489,1673.0,5807,1575,2.9451,INLAND,127800,127191.0
14762,-117.04,32.54,7,938,297.0,1187,282,1.2667,NEAR OCEAN,67500,94544.0
16503,-121.13,37.74,28,409,104.0,244,98,3.4643,INLAND,90900,120525.0
7548,-118.2,33.92,39,1050,217.0,895,207,3.1538,<1H OCEAN,155600,146870.0
14979,-117.0,32.71,22,2263,441.0,1395,416,3.725,NEAR OCEAN,123500,123983.0
13387,-117.61,34.1,9,18956,4095.0,10323,3832,3.6033,INLAND,132600,141195.0
3218,-119.68,36.32,26,592,121.0,268,116,1.7596,INLAND,120800,96057.99
3605,-118.48,34.23,30,1762,263.0,761,292,6.5268,<1H OCEAN,273100,299348.02
18537,-122.0,36.98,20,2502,454.0,981,399,4.3,NEAR OCEAN,275000,283761.0
20462,-118.76,34.28,21,2786,342.0,1114,322,5.8578,<1H OCEAN,266300,265284.01
20417,-118.86,34.19,29,1326,185.0,586,187,6.5474,<1H OCEAN,422900,399689.02
18460,-121.8,37.26,16,1868,285.0,995,284,5.9053,<1H OCEAN,260500,263038.0
19292,-122.84,38.41,19,2191,391.0,1065,404,4.125,<1H OCEAN,204600,216943.0
20153,-119.23,34.46,34,9280,1765.0,4514,1693,3.2026,<1H OCEAN,227600,237079.01
18579,-121.77,36.93,33,1406,317.0,1075,301,3.2813,<1H OCEAN,190000,186216.0
608,-122.08,37.68,37,848,202.0,314,205,2.3958,NEAR BAY,190800,200378.0
19908,-119.26,36.3,18,3578,720.0,1540,640,2.425,INLAND,84600,83029.0
1358,-121.97,38.04,38,2505,554.0,1595,498,2.5833,INLAND,83500,86391.0
4445,-118.22,34.07,36,839,250.0,1079,245,1.7463,<1H OCEAN,158300,154949.0
4076,-118.45,34.14,33,1741,274.0,588,267,7.9625,<1H OCEAN,490800,486845.23
19996,-119.45,36.16,27,2119,373.0,1268,345,2.8152,INLAND,106900,92332.0
3651,-118.44,34.21,41,1440,325.0,1014,322,2.875,<1H OCEAN,168600,178850.0
2413,-119.44,36.61,17,1531,280.0,775,246,3.9073,INLAND,91600,94076.0
7441,-118.2,33.94,45,1570,328.0,1321,300,3.7361,<1H OCEAN,171800,166285.0
14094,-117.1,32.75,17,871,379.0,955,351,1.4375,NEAR OCEAN,96400,107811.0
13958,-116.94,34.24,27,12342,2630.0,1300,566,1.998,INLAND,153500,129927.0
19764,-122.14,40.07,31,2053,465.0,1193,447,1.4923,INLAND,44400,50218.0
18521,-122.05,36.97,20,2428,473.0,1145,454,3.6797,NEAR OCEAN,263800,259151.0
4321,-118.35,34.08,52,1003,200.0,514,204,3.8472,<1H OCEAN,395700,379799.0
1624,-122.14,37.84,24,2131,343.0,874,373,5.6349,NEAR BAY,355600,338033.0
3264,-123.07,39.12,24,1098,193.0,353,145,3.8333,<1H OCEAN,92600,108897.0
7949,-118.14,33.87,44,1607,271.0,799,283,5.084,<1H OCEAN,214100,218032.0
16103,-122.5,37.76,45,1673,377.0,1078,393,3.3393,NEAR OCEAN,272300,276142.0
16767,-122.49,37.69,35,2644,456.0,1465,430,4.9375,NEAR OCEAN,277000,274543.0
9602,-120.48,37.3,39,1015,356.0,875,313,1.5,INLAND,67000,65717.0
1322,-121.87,38.02,52,2264,439.0,1403,476,2.7083,INLAND,99400,99610.0
815,-122.04,37.61,36,1151,216.0,727,215,4.1719,NEAR BAY,187000,184633.0
12457,-114.58,33.63,29,1387,236.0,671,239,3.3438,INLAND,74000,81244.0
15736,-122.43,37.78,2,1205,468.0,577,363,3.6437,NEAR BAY,275000,268172.0
5543,-118.4,33.98,36,2526,452.0,996,441,5.611,<1H OCEAN,456600,430221.08
12112,-117.32,34.01,23,3021,527.0,1580,533,4.4063,INLAND,129900,133971.0
2717,-115.57,32.8,16,1307,359.0,961,327,1.1853,INLAND,72600,62567.0
13950,-117.07,34.24,21,4773,1047.0,337,130,3.9375,INLAND,115000,128396.0
17499,-119.78,34.44,28,2864,495.0,1364,482,4.835,NEAR OCEAN,353400,349985.02
6332,-117.95,33.99,24,1219,177.0,610,185,6.7978,<1H OCEAN,325000,323081.01
4625,-118.32,34.07,25,2740,707.0,1420,664,3.5909,<1H OCEAN,404500,386232.02
9632,-121.01,37.25,16,2216,458.0,1135,424,2.7316,INLAND,97500,102106.0
1622,-122.14,37.86,20,6201,1182.0,2415,1141,4.5744,NEAR BAY,314000,284184.0
18558,-122.05,36.96,30,971,185.0,644,173,4.2045,NEAR OCEAN,226500,235470.01
2705,-115.59,32.85,20,1608,274.0,862,248,4.875,INLAND,90800,106899.0
4769,-118.35,34.04,41,1617,423.0,1110,375,2.4635,<1H OCEAN,169400,163346.0
18832,-122.92,41.7,23,4017,792.0,1634,619,2.3571,INLAND,62000,66707.0
8752,-118.36,33.82,36,1083,187.0,522,187,5.7765,<1H OCEAN,339500,329988.01
19747,-122.24,40.19,29,1912,336.0,859,325,3.7,INLAND,70500,85742.0
6320,-117.97,33.99,22,5284,982.0,2613,932,4.7332,<1H OCEAN,289900,256889.0
13552,-117.31,34.11,52,851,190.0,731,190,1.9044,INLAND,64900,67650.0
14291,-117.13,32.73,52,2676,557.0,1181,537,3.6058,NEAR OCEAN,213100,198643.0
3820,-118.48,34.2,23,2850,864.0,2249,777,2.6957,<1H OCEAN,191700,198256.0
5946,-117.85,34.14,35,1582,248.0,654,221,4.9091,INLAND,275000,260458.0
1292,-121.8,38.01,37,3058,567.0,1351,523,3.5179,INLAND,130800,127989.0
12049,-117.56,33.88,36,838,210.0,722,180,2.4861,INLAND,96200,106940.0
5862,-118.34,34.19,43,1029,252.0,613,255,2.6827,<1H OCEAN,219900,219582.0
13232,-117.68,34.14,4,4791,695.0,1871,659,6.9532,INLAND,277000,280931.0
17712,-121.8,37.34,25,1642,297.0,1146,279,5.2088,<1H OCEAN,231400,237276.0
19505,-121.03,37.64,22,2001,387.0,1520,387,3.148,INLAND,102300,112155.0
134,-122.19,37.83,28,1326,184.0,463,190,8.2049,NEAR BAY,335200,365330.06
4609,-118.29,34.08,49,649,315.0,987,329,1.6806,<1H OCEAN,316700,281084.0
6291,-117.88,34.01,16,6756,1332.0,4429,1299,4.7589,<1H OCEAN,178200,187687.0
13908,-116.4,34.09,9,4855,872.0,2098,765,3.2723,INLAND,97800,112015.03
4940,-118.27,33.99,35,932,294.0,1153,282,1.4886,<1H OCEAN,100000,100408.0
3659,-118.4,34.21,45,972,181.0,554,187,4.8194,<1H OCEAN,181300,201502.0
4830,-118.3,34.04,37,1470,399.0,1579,390,2.006,<1H OCEAN,150000,152196.0
3503,-118.44,34.27,29,1701,419.0,1616,371,3.3603,<1H OCEAN,142400,142618.0
812,-122.03,37.62,35,1298,236.0,632,204,3.8929,NEAR BAY,209500,204183.0
8524,-118.34,33.9,36,1342,259.0,706,261,4.1776,<1H OCEAN,236600,235781.0
15517,-117.07,33.15,15,2994,522.0,1231,503,3.2024,<1H OCEAN,180400,173351.0
10783,-117.91,33.64,40,1958,333.0,876,364,3.6406,<1H OCEAN,326100,337568.11
4200,-118.24,34.11,50,2141,451.0,1777,426,2.7679,<1H OCEAN,178800,186193.0
12703,-121.41,38.59,17,12355,3630.0,5692,3073,2.5245,INLAND,99100,112306.0
315,-122.19,37.76,45,995,238.0,630,237,1.925,NEAR BAY,74100,78771.0
9825,-121.91,36.62,30,724,167.0,325,155,3.3333,<1H OCEAN,247900,262645.0
11506,-118.11,33.74,43,1222,303.0,565,309,4.8482,NEAR OCEAN,500001,462528.61
16209,-121.3,37.94,52,24,6.0,23,5,2.375,INLAND,67500,156658.16
4403,-118.23,34.07,35,1335,440.0,1586,445,1.9722,<1H OCEAN,156300,161121.01
17184,-122.49,37.5,21,1209,309.0,801,259,4.5625,NEAR OCEAN,500000,439477.01
13768,-117.07,34.05,14,5764,1006.0,1876,841,1.9694,INLAND,173200,141890.0
20120,-120.41,37.88,16,744,141.0,311,122,4.4231,INLAND,87500,107588.0
7774,-118.08,33.91,30,1366,460.0,920,410,0.9946,<1H OCEAN,159900,149596.0
9563,-120.62,37.36,15,3455,729.0,2014,659,3.2656,INLAND,83500,91659.0
5753,-118.27,34.18,52,3034,406.0,1158,399,6.2976,<1H OCEAN,498400,463493.1
6766,-118.13,34.1,24,4670,1185.0,2478,1107,3.1975,<1H OCEAN,252400,235489.0
15807,-122.44,37.76,52,2110,454.0,816,438,3.9079,NEAR BAY,370000,380454.02
10040,-121.05,39.2,48,1759,389.0,716,350,2.3125,INLAND,108300,109308.0
11445,-117.98,33.66,26,3527,547.0,1615,542,6.1624,<1H OCEAN,279400,279230.0
1652,-121.97,37.93,4,3241,464.0,1552,494,6.6134,INLAND,307000,298748.0
5365,-118.39,34.04,45,2089,312.0,834,305,7.3028,<1H OCEAN,500001,480049.75
6333,-117.95,33.99,25,1075,138.0,451,132,6.8492,<1H OCEAN,332200,324610.0
12780,-121.43,38.65,18,909,198.0,661,176,3.1696,INLAND,77400,86725.0
20540,-121.72,38.54,16,2790,624.0,1386,636,3.1908,INLAND,194300,180734.0
5100,-118.31,33.97,52,1629,277.0,819,288,3.725,<1H OCEAN,142600,139869.0
19283,-122.73,38.4,30,3689,746.0,2250,697,2.975,<1H OCEAN,157300,156723.0
1051,-120.71,38.34,16,1257,231.0,559,213,4.4531,INLAND,144300,145432.0
20115,-120.42,37.98,18,3059,609.0,1335,581,2.5129,INLAND,115900,116692.0
4499,-118.21,34.05,28,1079,306.0,1358,285,2.52,<1H OCEAN,131900,134850.0
12859,-121.39,38.67,35,562,174.0,240,106,0.9338,INLAND,112500,100745.0
14613,-117.17,32.79,44,2262,647.0,3009,657,2.2663,NEAR OCEAN,123600,137809.0
4406,-118.24,34.08,52,137,26.0,65,24,4.025,<1H OCEAN,137500,154957.01
8677,-118.32,33.88,34,1803,341.0,947,333,5.5538,<1H OCEAN,280300,279346.0
11197,-117.93,33.84,26,2811,612.0,1374,566,3.475,<1H OCEAN,282500,247575.0
10585,-117.82,33.72,24,3477,462.0,1593,484,6.8634,<1H OCEAN,276500,282648.0
18851,-122.3,41.32,13,2300,513.0,1151,488,2.1571,INLAND,81500,80314.0
276,-122.18,37.79,46,2109,387.0,922,329,3.9712,NEAR BAY,208100,199796.0
5651,-118.29,33.73,43,1854,519.0,1151,486,2.5759,NEAR OCEAN,225000,226030.0
9695,-121.61,36.68,37,3149,833.0,3456,788,2.8542,<1H OCEAN,127600,135449.0
5144,-118.26,33.97,47,1504,374.0,1168,358,1.4625,<1H OCEAN,94200,95299.0
12096,-117.32,33.87,15,826,138.0,440,134,4.8125,INLAND,173900,170238.0
11680,-118.0,33.84,30,1549,325.0,885,299,4.0039,<1H OCEAN,195100,196384.0
9564,-120.62,37.37,8,2608,428.0,1530,435,3.968,INLAND,102100,116146.0
13679,-117.24,34.04,4,4289,682.0,1981,705,5.3366,INLAND,165100,169688.0
15042,-116.97,32.78,26,8902,1413.0,3941,1387,4.7943,<1H OCEAN,226900,208667.0
20408,-118.88,34.19,26,2296,275.0,842,263,7.7889,<1H OCEAN,309900,344254.02
20489,-118.68,34.27,16,4637,941.0,2476,878,4.0568,<1H OCEAN,225200,228880.0
2056,-119.67,36.65,20,2512,449.0,1464,450,3.9211,INLAND,92300,92163.0
9789,-121.91,36.42,14,1078,261.0,382,171,3.7083,NEAR OCEAN,210000,260526.02
8482,-118.29,33.92,34,1799,362.0,1293,355,3.692,<1H OCEAN,145200,149599.0
12541,-121.49,38.56,52,1777,368.0,624,350,3.6729,INLAND,137800,144051.0
10872,-117.9,33.72,33,2613,562.0,3150,543,4.3899,<1H OCEAN,180700,184656.0
11858,-120.91,40.08,24,1629,313.0,641,274,2.2067,INLAND,69600,74572.0
725,-122.12,37.68,35,1958,484.0,1146,448,2.95,NEAR BAY,148900,156171.0
966,-121.89,37.68,22,1898,239.0,734,245,6.2918,<1H OCEAN,334100,309273.0
19966,-119.08,36.21,20,1911,389.0,1241,348,2.5156,INLAND,59300,68190.0
4848,-118.31,34.02,45,1423,278.0,822,276,2.4519,<1H OCEAN,98100,107838.0
2034,-119.75,36.73,39,2290,539.0,1685,536,1.6325,INLAND,52100,52295.0
3225,-119.66,36.3,18,1147,202.0,717,212,3.3681,INLAND,70500,82374.0
8358,-118.32,33.96,47,1297,292.0,704,264,3.3214,<1H OCEAN,166500,159021.0
9615,-120.49,37.28,11,1721,381.0,1708,373,1.9535,INLAND,57100,67798.0
6898,-118.13,34.04,36,1938,364.0,1118,374,3.5833,<1H OCEAN,227300,225293.0
13569,-117.28,34.14,40,2364,438.0,968,416,3.4906,INLAND,93300,101511.0
19326,-122.94,38.5,46,2280,492.0,807,366,2.6316,<1H OCEAN,117000,131251.0
1937,-120.98,38.66,9,2073,404.0,916,373,3.225,INLAND,163300,156912.0
18132,-122.02,37.34,28,2488,396.0,1190,410,5.7881,<1H OCEAN,344700,342117.0
15947,-122.43,37.72,52,3351,719.0,2101,706,3.0107,NEAR BAY,242000,253605.0
13001,-121.27,38.67,16,3185,886.0,1550,802,2.5199,INLAND,149000,141010.0
2421,-119.45,36.58,18,1425,280.0,753,266,3.7813,INLAND,87300,91142.0
9424,-122.69,37.91,43,1730,326.0,629,279,4.3194,NEAR OCEAN,238700,289198.0
18621,-122.04,37.08,20,467,95.0,229,86,4.8,NEAR OCEAN,261500,276080.01
1268,-121.7,37.94,36,1710,320.0,861,300,2.8828,INLAND,131100,118997.0
19047,-121.83,38.45,15,5115,776.0,2540,794,4.8611,INLAND,146400,155227.0
11434,-117.97,33.65,26,2379,336.0,988,346,5.3674,<1H OCEAN,339300,315878.02
12853,-121.38,38.68,35,1565,290.0,861,277,2.4844,INLAND,77000,79245.0
19029,-122.01,38.36,28,1967,315.0,734,291,4.9583,INLAND,146200,186280.0
4842,-118.29,34.03,22,3313,1235.0,2381,1063,0.7473,<1H OCEAN,168800,179861.0
11661,-118.02,33.81,34,3482,614.0,2227,641,5.1155,<1H OCEAN,200900,208689.0
10537,-117.7,33.5,4,7474,1037.0,2969,1007,8.7591,<1H OCEAN,434700,420964.03
18410,-121.81,37.27,22,2996,695.0,2169,607,4.3438,<1H OCEAN,209700,207054.0
19374,-120.9,37.76,20,570,112.0,304,108,2.2024,INLAND,156300,140408.0
2600,-123.63,41.11,19,1797,384.0,1033,327,1.4911,<1H OCEAN,59200,60950.0
13109,-121.38,38.41,10,3425,629.0,1538,587,4.45,INLAND,138700,140281.0
20026,-119.05,36.06,23,2344,407.0,1184,406,3.1625,INLAND,70600,76182.0
8472,-118.32,33.91,35,940,197.0,640,215,4.2,<1H OCEAN,181300,183019.0
3015,-119.16,34.95,14,4054,787.0,1581,579,3.0882,INLAND,148200,121646.0
2320,-119.7,36.81,32,2623,528.0,1570,492,2.7159,INLAND,68000,69715.0
11569,-118.01,33.77,33,1387,238.0,890,264,5.422,<1H OCEAN,204100,210645.0
1426,-122.03,38.0,25,3577,581.0,1753,593,5.7295,NEAR BAY,178300,204572.0
7803,-118.1,33.9,40,1880,377.0,1229,378,4.4167,<1H OCEAN,174600,178041.0
20637,-121.22,39.43,17,2254,485.0,1007,433,1.7,INLAND,92300,92681.0
4525,-118.21,34.04,52,846,271.0,1153,281,2.1923,<1H OCEAN,155000,148512.0
16363,-121.31,38.0,35,2097,351.0,977,358,4.3958,INLAND,108400,122558.0
17409,-120.57,34.96,27,1401,294.0,1306,286,2.5809,NEAR OCEAN,83200,107796.0
20347,-119.0,34.19,5,3634,718.0,1317,743,4.2917,<1H OCEAN,227900,251198.04
12889,-121.36,38.66,14,756,141.0,424,155,3.6953,INLAND,116100,126605.0
12556,-121.47,38.55,24,979,287.0,546,291,1.186,INLAND,67000,68894.0
742,-122.13,37.67,42,3592,703.0,1625,665,3.2434,NEAR BAY,179900,185998.0
13838,-117.3,34.53,38,1643,489.0,1196,406,1.2275,INLAND,64100,65439.0
6666,-118.1,34.16,44,2795,496.0,1235,469,4.2386,INLAND,283700,289470.0
20594,-121.57,39.16,21,1872,302.0,870,301,3.725,INLAND,84700,94043.0
19130,-122.77,38.29,32,3201,542.0,1869,519,3.2442,<1H OCEAN,268000,256408.0
17191,-122.38,37.18,52,1746,315.0,941,220,3.3047,NEAR OCEAN,286100,305837.02
15259,-117.27,33.03,25,1787,311.0,1108,311,3.9826,NEAR OCEAN,215800,225174.02
10768,-117.88,33.66,26,6017,1244.0,2673,1135,3.5426,<1H OCEAN,295400,277564.01
3184,-119.78,36.3,30,1846,391.0,1255,352,2.1681,INLAND,66600,64204.0
7132,-118.12,34.03,20,2595,428.0,1751,479,5.6112,<1H OCEAN,308000,295302.0
9907,-122.29,38.32,23,4312,993.0,2317,934,2.7667,NEAR BAY,153200,157169.0
16136,-122.49,37.79,52,3146,478.0,1143,455,6.1407,NEAR BAY,500001,490297.9
2483,-120.36,36.14,18,1206,274.0,622,217,1.8264,INLAND,62000,66678.0
1254,-122.01,39.21,52,1989,392.0,985,396,2.5556,INLAND,75800,82837.0
13963,-116.87,34.24,15,4419,822.0,622,267,3.9688,INLAND,182800,170720.0
9485,-123.11,39.32,20,2745,504.0,1421,430,3.3431,INLAND,137500,129413.0
1965,-120.6,38.76,22,1236,273.0,615,248,3.0217,INLAND,106900,113065.0
3540,-118.49,34.26,25,8389,1872.0,4483,1747,3.5497,<1H OCEAN,261300,260009.01
5782,-118.24,34.15,20,2734,658.0,1562,607,3.3906,<1H OCEAN,284100,257161.0
10983,-117.82,33.75,30,2910,535.0,1270,489,4.6161,<1H OCEAN,236500,232139.0
14254,-117.1,32.71,25,939,247.0,1003,240,1.75,NEAR OCEAN,87900,89395.0
11210,-117.92,33.82,10,1548,506.0,1535,424,4.5057,<1H OCEAN,152400,166949.0
14303,-117.14,32.72,34,2533,862.0,2011,778,2.1199,NEAR OCEAN,160400,153801.0
5009,-118.33,34.02,42,2043,378.0,869,416,3.5,<1H OCEAN,181100,175090.0
8501,-118.29,33.88,21,4946,1231.0,3186,1167,3.3281,<1H OCEAN,237000,236690.0
13052,-121.3,38.61,25,2707,464.0,1423,490,4.3235,INLAND,116900,127838.0
12942,-121.27,38.65,25,2787,601.0,1247,522,2.9016,INLAND,159800,146379.0
1106,-121.6,39.8,10,1742,307.0,721,312,2.4537,INLAND,117900,112937.0
13755,-117.16,34.06,33,2101,468.0,1997,412,2.8125,INLAND,117200,104732.0
2835,-118.99,35.4,48,1908,331.0,789,321,3.5714,INLAND,84600,91101.0
8655,-118.42,33.85,43,1584,477.0,799,433,5.0322,NEAR OCEAN,435000,411407.09
18251,-122.1,37.39,31,1117,304.0,591,302,3.5909,NEAR BAY,353100,327588.0
9755,-121.69,36.52,15,4037,586.0,1596,557,8.0922,<1H OCEAN,390100,397142.02
15334,-117.32,33.22,16,1057,232.0,316,221,2.7417,NEAR OCEAN,91700,119119.03
11546,-118.04,33.74,26,2532,421.0,1274,441,5.3559,<1H OCEAN,235800,241778.01
10482,-117.69,33.58,5,6678,1011.0,2877,982,7.5177,<1H OCEAN,330000,329207.0
11011,-117.82,33.77,32,2308,301.0,967,320,7.0565,<1H OCEAN,324600,333746.02
9795,-121.84,36.52,18,3165,533.0,1312,434,6.5234,NEAR OCEAN,357400,370427.1
6765,-118.13,34.11,45,1780,289.0,755,328,4.825,<1H OCEAN,351100,333844.0
16986,-122.26,37.55,17,4576,814.0,1941,807,5.9572,NEAR BAY,443800,409593.01
18327,-122.15,37.46,52,1803,257.0,683,259,10.9508,NEAR BAY,500001,500001.0
15079,-116.97,32.81,19,1573,471.0,844,414,2.1422,<1H OCEAN,125000,126721.0
19932,-119.33,36.3,11,3045,,1563,516,5.4337,INLAND,133800,134613.0
3787,-118.37,34.17,15,3327,1011.0,2683,857,2.3784,<1H OCEAN,185400,208442.01
98,-122.26,37.82,22,3682,1270.0,2024,1250,1.2185,NEAR BAY,170000,201311.06
8753,-118.36,33.82,26,5166,1313.0,2738,1239,3.3565,<1H OCEAN,360800,341296.0
9561,-120.63,37.36,16,1605,282.0,866,284,4.0694,INLAND,110200,120505.0
249,-122.22,37.78,44,1678,514.0,1700,495,2.0801,NEAR BAY,131900,126996.0
13527,-117.3,34.17,30,2483,573.0,1172,438,1.875,INLAND,89700,88227.0
16356,-121.32,38.02,26,2851,533.0,1544,499,3.5379,INLAND,99100,104218.0
18201,-122.02,37.39,35,2297,497.0,1428,497,4.7431,<1H OCEAN,239700,260168.0
4480,-118.17,34.07,37,1155,225.0,814,241,3.875,<1H OCEAN,148500,153567.0
10610,-117.78,33.68,11,1994,477.0,849,411,4.0187,<1H OCEAN,235600,230951.0
12474,-121.47,38.58,52,2035,483.0,904,459,2.6976,INLAND,109300,108714.0
11922,-117.38,33.96,30,3153,623.0,1544,575,3.4491,INLAND,133800,125581.0
7053,-118.03,33.93,22,3382,800.0,2688,784,3.875,<1H OCEAN,164700,171435.0
2572,-124.15,40.78,36,2112,374.0,829,368,3.3984,NEAR OCEAN,90000,91229.0
14459,-117.31,32.82,42,2785,389.0,833,333,11.3074,NEAR OCEAN,500001,499800.98
17958,-121.98,37.33,35,1907,326.0,912,313,5.9567,<1H OCEAN,294300,295896.0
7921,-118.08,33.86,26,778,173.0,539,186,3.2679,<1H OCEAN,236500,219738.0
